payment_installments,payment_sequential,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_type,payment_value,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
4.0,1.0,0a87254b512c79f0943355540a189d77,f15ac90946f24de786081880a31b8583,delivered,2018-06-30 15:57:49,2018-06-30 16:30:12,2018-07-04 09:37:00,2018-07-14 20:24:32,2018-08-09,1.0,2293f7375b46e963e55be5b56d3b77b0,fa1a9dec3a9940c072684a46728bf1fc,2018-07-05 16:30:12,137.9,63.22,credit_card,201.12,d0c68afa7cf1efff6e6e00805f89b4ea,5.0,Muito boa,"Estou muito feliz com o produto escolhido por mim,A entrega foi dentro do prazo, o produto veio em perfeita condições...tudo muito lindo,adorei....
",2018-07-15 00:00:00,2018-07-20 13:13:53
1.0,1.0,22e3c9bb71d3ba4287ea3efaf617ece8,746bddb69f99312941dd5bda532a3fd8,delivered,2018-06-11 10:21:51,2018-06-11 10:35:21,2018-06-12 12:34:00,2018-06-19 21:05:38,2018-06-20,1.0,9759a740aa84f55b71c0c8c306a80737,f46490624488d3ff7ce78613913a7711,2018-06-15 10:35:21,19.0,8.88,credit_card,27.88,18cde3fdc0aaa39fd5b54ea5580b4c0e,5.0,,,2018-06-20 00:00:00,2018-06-25 13:16:00
1.0,1.0,e6f9e405ce45b165458e7f5e14398ee5,fae68a5c34595ab2673163891d0c0aee,delivered,2017-04-23 13:33:04,2017-04-24 13:35:19,2017-04-25 11:06:34,2017-05-12 14:13:50,2017-05-15,1.0,bdbfa0a4ac2ed4bc431e7ba6c4971450,edf96ef93ed595084bbcbd9224bd2894,2017-04-28 13:35:19,47.0,18.63,credit_card,65.63,e9096d0d59b5855d14ff336482e5d25b,2.0,,Não gostei ,2017-05-13 00:00:00,2017-05-14 22:51:13
1.0,1.0,8b7b9c6bbef1d12f004035806f43996a,529f88b63d54d7c02bd9cbfd94ef9248,delivered,2018-06-04 10:38:02,2018-06-04 10:50:55,2018-06-07 12:55:00,2018-06-13 16:22:46,2018-07-13,2.0,b0c8da302d49498d2ce6be8c631e4e20,88460e8ebdecbfecb5f9601833981930,2018-06-12 10:50:55,59.9,16.36,credit_card,141.92,b574e9b0f264b9e3b28aba26be427937,4.0,,"Cartucho colorido não foi entregue devido, segundo eles, erro de estoque. ",2018-06-14 00:00:00,2018-06-15 12:42:10
5.0,1.0,6c3682387b03809f0cdff2ef08a7cc17,a3c07a5d858fa39abbe44ca22afbaf03,delivered,2018-01-17 15:22:23,2018-01-17 15:32:56,2018-01-19 01:22:59,2018-01-19 23:14:25,2018-02-01,1.0,b1d207586fca400a2370d50a9ba1da98,1ca7077d890b907f89be8c954a02686a,2018-01-23 15:31:12,149.0,8.3,credit_card,157.3,6212a5aff5c82a4018f6aeed6e65e510,3.0,,Produto com vários problemas de acabamento. Mal Feito!!!,2018-01-20 00:00:00,2018-01-23 10:28:22
1.0,1.0,a87b1e2e028f2dd7b4f77afd0f1da268,f2f66374ab5da850ce006490eb25f609,delivered,2018-08-21 00:23:59,2018-08-22 03:35:13,2018-08-23 17:57:00,2018-08-28 18:18:47,2018-09-04,1.0,1a428b685ede76217c9efb550c4aaa59,d2374cbcbb3ca4ab1086534108cc3ab7,2018-08-28 03:35:13,22.9,18.26,boleto,82.32,a067b1fa0769c7d1512d9e608686686d,5.0,,,2018-08-29 00:00:00,2018-08-29 22:01:46
2.0,1.0,f0dbbeed3a0b658b884893bcdde5e4d4,f184af34654e6c42b67146220328aafe,delivered,2017-12-02 19:11:14,2017-12-02 19:36:24,2017-12-05 21:49:00,2017-12-21 21:48:58,2017-12-28,1.0,9ec6b6619704c31e3fb6d15dbe229fba,77530e9772f57a62c906e1c21538ab82,2017-12-07 19:31:07,148.0,18.29,credit_card,166.29,da9bda828bea2b6118b7a0d32e32ba55,5.0,,Td ok,2017-12-22 00:00:00,2017-12-23 10:47:45
1.0,1.0,a7c2931e0d164883a0792bdbb8240381,57daa113711e9123f2a06835f37c0330,delivered,2018-04-16 23:04:41,2018-04-17 09:51:15,2018-04-20 18:46:26,2018-04-27 18:05:30,2018-05-07,1.0,e2f1ccf86759df28dd1e9f2e0e3242d4,df0f42bc4c2142eacf0eaf2cffd0cfbb,2018-04-23 09:51:15,104.0,18.61,debit_card,122.61,7eeaa7983456c7132e5b505caf253f41,1.0,Não recebi o produto ,Paguei o produto é não recebi. ,2018-04-28 00:00:00,2018-05-04 13:23:43
1.0,1.0,324a951e8ca7c94fc8aef5cde703441a,c51f405288b3495a09849d62a83e5cf9,delivered,2018-02-18 18:57:37,2018-02-18 20:32:44,2018-02-21 19:58:40,2018-03-15 17:38:39,2018-03-21,1.0,c1f5307decb89342351bec53668cffd9,ea8482cd71df3c1969d7b9473ff13abc,2018-02-22 20:32:44,29.99,16.79,credit_card,46.78,8f20231859bd5fe3c67b1e89e454ce41,4.0,,"Produto de ótima qualidade, só acho que a entrega deveria ser mais rápida.",2018-03-16 00:00:00,2018-03-17 15:06:18
1.0,1.0,8c43035f1afa3fca88c0514d32ff70f7,ffdaaad4323306777060ca43b3f87e7f,delivered,2017-09-22 14:02:12,2017-09-23 02:25:43,2017-09-26 17:29:54,2017-10-02 20:33:42,2017-10-16,2.0,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,2017-09-28 02:25:43,59.9,13.44,boleto,146.68,8e988665dd02eca629f505e39055b804,5.0,,,2017-10-03 00:00:00,2017-10-05 11:41:51
1.0,1.0,3d5bdaa6f74a7d0bb1d4040b9cb9aa3b,61bfe54a45dc8c5cd242f47818eb0964,delivered,2017-04-18 12:22:00,2017-04-18 12:35:22,2017-04-19 09:43:16,2017-05-02 14:24:18,2017-05-11,1.0,ec222365cd276f7e9c328d64f023c6ac,d91fb3b7d041e83b64a00a3edfb37e4f,2017-04-25 12:35:22,84.0,14.76,credit_card,98.76,bac2b98e54278198133281d7e7e16b1d,5.0,,Vendedor atencioso e produtos OK,2017-05-03 00:00:00,2017-05-06 10:46:33
8.0,1.0,ec00dde786ff2f5a34dda004de0b76cd,7586fb75bde894464060825135c1c887,delivered,2017-08-27 02:56:37,2017-08-28 03:04:09,2017-08-28 21:51:31,2017-08-29 22:13:48,2017-09-11,1.0,7e6efb6234ccd3b54843b5413d78165e,5a8e7d5003a1f221f9e1d6e411de7c23,2017-09-04 03:04:09,89.9,9.44,credit_card,99.34,af15656eeba4c78a74c5c24acaf4bdf8,5.0,,,2017-08-30 00:00:00,2017-08-31 04:53:39
2.0,1.0,1e7daa50f3b5b4b0325e1467947249f1,afdadbcbb99c6cd9d3c3307f6e87d700,delivered,2018-01-11 11:06:03,2018-01-11 11:14:23,2018-01-12 01:12:35,2018-01-22 23:12:20,2018-02-08,1.0,36f60d45225e60c7da4558b070ce4b60,f457c46070d02cadd8a68551231220dd,2018-01-17 11:14:23,89.9,1.8,credit_card,248.33,5aae83cb75b399520cfe95604b8aa05d,1.0,,O pedido consta de 1 cartucho preto 60xL e outro colorido 60XL. O colorido nào chegou.O pagamento foi feito integral e ja consta fa fatura de meu cartao de credito.,2018-01-23 00:00:00,2018-01-23 07:51:08
1.0,1.0,cfda238957842ae525ab84fabaf8d4dc,2179ac3909a98c5dfd4d0e13b098b675,delivered,2017-09-06 20:42:11,2017-09-06 20:55:12,2017-09-08 19:57:48,2017-09-14 20:13:02,2017-09-29,1.0,512a2828acd7219f400d5afabe362e51,7a67c85e85bb2ce8582c35f2203ad736,2017-09-13 20:55:12,57.99,17.66,credit_card,75.65,d10578b3fd2bbb6c71b849464e5797e1,3.0,,Gostei as duas são de um bom tamanho e o material condiz ao preço,2017-09-15 00:00:00,2017-09-16 11:34:56
1.0,1.0,14154a306b926b62ae99f4ad34bfb206,b768df11c1dd1aa471736252fc8780b0,delivered,2017-10-18 14:31:33,2017-10-18 14:45:40,2017-10-24 15:11:33,2017-10-31 22:32:51,2017-11-17,1.0,6e835aea84ae8eb68b8c14878dd43b30,4d6d651bd7684af3fffabd5f08d12e5a,2017-10-31 14:45:40,69.9,20.98,credit_card,181.76,200cad24bbd4529e6b4213aa9de30ca7,5.0,,,2017-11-01 00:00:00,2017-11-04 13:19:20
1.0,1.0,90c1f1431bde35c669aa2ccb03f78553,b151c788c2414af65c8c4ffac1a594e3,delivered,2017-08-30 07:29:14,2017-08-31 04:32:23,2017-08-31 18:42:36,2017-09-08 19:22:56,2017-09-19,1.0,a92930c327948861c015c919a0bcb4a8,6560211a19b47992c3666cc44a7e94c0,2017-09-06 04:32:23,78.0,15.3,boleto,93.3,59b12e70f7d01dcd4081a80c5fdd857c,4.0,,,2017-09-09 00:00:00,2017-09-11 14:33:37
2.0,1.0,020f04b3da1d597b9a00b825762299ba,0b42990c6a03665bc6591652ed10d6ae,delivered,2018-07-05 16:07:58,2018-07-05 16:36:00,2018-07-06 10:27:00,2018-07-13 18:28:50,2018-07-30,1.0,77f217636750a5d2e21017effe0a634d,c092292535a57dacd95a8765f5518f87,2018-07-11 16:31:25,125.0,18.98,credit_card,143.98,4b966d7d1873ef87048235525170f495,5.0,,Recebido antes do prazo e em perfeitas condições. ,2018-07-14 00:00:00,2018-07-14 22:13:34
5.0,1.0,15bc19aabe8d08cb8e00f86c31f85682,97592acdaafe25b9a5aeb8d5f85aac11,delivered,2018-03-08 10:09:59,2018-03-08 10:28:40,2018-03-09 00:10:54,2018-03-23 21:48:50,2018-03-26,1.0,6a1c65dbbecc1ece8c22856122a774ac,1025f0e2d44d7041d6cf58b6550e0bfa,2018-03-14 10:28:40,250.0,37.61,credit_card,287.61,860c419b84ba0935e5bda31304373a3b,5.0,,Produto maravilhoso...recomendo,2018-03-24 00:00:00,2018-03-25 15:50:05
1.0,1.0,925e0efae10a47529fb9c78338b66d8c,6a97a18568f96ebd96b56ff6d1abba03,delivered,2017-03-16 14:59:36,2017-03-16 14:59:36,2017-03-20 09:05:49,2017-03-30 17:21:50,2017-04-07,1.0,d4a3a15f99c94c6741d16d3375b928e6,6560211a19b47992c3666cc44a7e94c0,2017-03-23 14:59:36,49.0,14.11,boleto,63.11,3042f36648eefcc7021ab5b3a2a4126b,4.0,,O produto é exatamente igual a foto q ue eu vi no site,2017-03-31 00:00:00,2017-04-01 01:05:41
1.0,1.0,239ac2c07beceefddb4e1017b9aabeda,3cdfa7ea91e2fbae34e2c0e692614818,delivered,2018-02-26 19:58:40,2018-02-28 09:56:23,2018-03-02 16:57:06,2018-03-13 19:02:57,2018-03-26,1.0,3dd2a17168ec895c781a9191c1e95ad7,de722cd6dad950a92b7d4f82673f8833,2018-03-06 09:56:23,149.9,16.81,boleto,166.71,966090841ec741b51f57ab653ab57835,4.0,,,2018-03-14 00:00:00,2018-03-15 16:45:41
1.0,1.0,c85289fdb95c9cf1cdd688af14513e33,c71726c3810647702ad76a622681f56b,delivered,2018-02-02 12:18:22,2018-02-03 02:53:57,2018-02-21 01:48:57,2018-03-09 17:08:26,2018-03-01,1.0,3f14d740544f37ece8a9e7bc8349797e,6973a06f484aacf400ece213dbf3d946,2018-02-09 02:53:57,84.89,12.09,boleto,96.98,19d1d152c3a0e9dda82e23176469c8c9,1.0,,Péssimo ,2018-03-04 00:00:00,2018-03-08 21:33:08
6.0,1.0,9315757eaf0e782619bed131508dbddb,93d8e0590f3a63f34c9506149982618b,delivered,2016-10-07 09:41:02,2016-10-07 10:44:54,2016-11-03 08:37:50,2016-11-07 08:45:43,2016-11-29,1.0,e41a6ac2f57a273eb0d214c7cbab5db9,a7f13822ceb966b076af67121f87b063,2016-10-11 10:44:55,129.97,20.49,credit_card,150.46,7c550b9bf9cd966aaf4d713682fe63da,1.0,,"O produto veio com as peças trocadas e não consegui montar. 
Quero providências !",2016-11-08 00:00:00,2016-11-15 19:55:20
5.0,1.0,6f2c54b3b1fcaef37893185bd79b7b61,0e30af8bf23d84290b2ed4333ea7e56c,delivered,2018-04-17 16:04:09,2018-04-18 17:31:00,2018-04-19 18:02:59,2018-04-24 00:28:58,2018-05-16,1.0,ddceb6eef6af67e9fbbd4c148dbe5fd9,ceaec5548eefc6e23e6607c5435102e7,2018-04-30 16:18:26,215.0,18.42,credit_card,233.42,ee44d6dae20746e81a8390db7f02fd70,5.0,Muito boa,Comprei gostei e vou comprar outra agora 220 chegou bem antes do prazo parabéns,2018-04-25 00:00:00,2018-04-30 18:29:18
1.0,1.0,aab3b583efdded9a5a8214c4edfc387b,ce26ced2b3dbcd2e283ad3c688021fec,delivered,2018-02-03 13:58:31,2018-02-06 04:32:15,2018-02-06 21:41:57,2018-02-26 20:56:40,2018-03-08,1.0,3b60d513e90300a4e9833e5cda1f1d61,c826c40d7b19f62a09e2d7c5e7295ee2,2018-02-12 03:51:19,159.77,16.88,boleto,176.65,2538023f75dfbce7df5bc1d8fe31c31d,5.0,,,2018-02-27 00:00:00,2018-02-28 09:14:02
2.0,1.0,31d97e07fe8d91fbea9cca127739d2f5,c9d98f41b99acf97b856907c6a229212,delivered,2018-05-06 22:19:02,2018-05-08 20:31:53,2018-05-09 14:07:00,2018-05-11 22:47:32,2018-05-30,1.0,b4f9530c931398e215242293c2c8ba4c,70a12e78e608ac31179aea7f8422044b,2018-05-14 20:30:28,90.0,13.07,credit_card,103.07,741904f31e5f59c6b104045aff990219,5.0,Ótimo Produto,"Ótimo produto, superou minhas expectativas. ",2018-05-12 00:00:00,2018-05-13 13:50:24
1.0,1.0,fbd4a1492a44a989b0e5a863581e5284,7aad11b007aed653fa844b91d72c9a56,delivered,2018-03-21 08:30:58,2018-03-21 08:47:57,2018-03-22 20:02:47,2018-04-05 16:28:28,2018-04-18,1.0,6803077179d24889430188e03fafd31a,128639473a139ac0f3e5f5ade55873a5,2018-03-27 08:47:57,19.9,34.45,credit_card,54.35,e0dedd9d3e5f46a1b4d4269b73687c6f,5.0,,"Muito bom produto .excelente qualidade recomendo a tpdo ??
",2018-04-06 00:00:00,2018-04-06 23:56:54
1.0,1.0,b296d036b48495bce7720844aeb3fc8d,efbd120ebe16ab453d7c53d56fce343b,delivered,2018-06-22 18:52:53,2018-06-23 02:36:09,2018-06-25 14:50:00,2018-06-26 17:47:48,2018-07-05,1.0,32aeecc02aa5adcb7f75155a80a47836,db7ed69a53aa9fb1c01930ba54a88bbe,2018-06-28 02:31:25,109.0,11.78,boleto,120.78,f7f0eeb1219de8c243de05d246a07d8f,5.0,Super recomendo,entrega antes do prazo.,2018-06-27 00:00:00,2018-06-27 21:45:11
1.0,1.0,08c01d43e93f5c485f48758550d41eb9,e6662e391d2404ca1fd165b0a4124ea1,delivered,2017-05-13 22:22:03,2017-05-13 22:35:13,2017-05-15 10:17:56,2017-05-21 10:47:35,2017-05-26,1.0,9c6754103e603fdc289f1b1b69c63631,1da3aeb70d7989d1e6d9b0e887f97c23,2017-05-21 22:35:13,12.99,7.78,debit_card,20.77,8e954c79dc2fc426d5f17035e9bb22dd,1.0,,Estou aguardando a entrega do produto.,2017-05-22 00:00:00,2017-05-22 19:19:11
5.0,1.0,69a2e27fe34392681b7b5ab9c5aea437,5c7166c05e0f11daa658c0e853141ec8,delivered,2018-02-13 16:36:56,2018-02-13 16:48:01,2018-02-15 13:48:05,2018-02-16 22:09:00,2018-03-01,1.0,98d61056e0568ba048e5d78038790e77,8581055ce74af1daba164fdbd55a40de,2018-02-19 15:48:01,160.55,17.94,credit_card,323.0,dfb3db02188d809d5cd199496b6da87e,5.0,,,2018-02-17 00:00:00,2018-02-19 19:29:19
1.0,1.0,b6d796dfb465b5a87da9b088c718ce2f,27e4e9e54add87b994001667ceb67802,delivered,2017-12-04 17:33:25,2017-12-04 18:30:29,2017-12-05 22:48:34,2018-01-10 19:53:07,2018-01-10,1.0,6d3dbba0d82ea4b0e3fae73f4afc35ea,1838dd9b8977065acf51d95e0053ea7a,2017-12-08 18:25:31,59.9,37.97,credit_card,97.87,72e084effb3f371b19a294f67f378ecb,5.0,,"PARABENS, TUDO DENTRO DOS CONFORMES",2018-01-11 00:00:00,2018-01-12 11:41:38
1.0,1.0,de2884aa8799702e8d242dc4029db3cc,d887148b2d2b9e3d51736103399c3227,delivered,2017-11-27 17:41:30,2017-11-29 02:20:01,2017-12-06 15:43:54,2017-12-08 19:02:50,2017-12-21,1.0,51d4c5626abb1963d3cba78871cce415,968ee78631915a63fef426d6733d7422,2017-12-11 02:20:01,230.0,20.47,boleto,250.47,4580aae2cdec07e207d3cb50036f9620,4.0,,,2017-12-09 00:00:00,2017-12-09 21:25:13
4.0,1.0,0173932ad60ecb31c620fc523d9f40bd,7a24e4852c5145e3def732c1bf6da68f,delivered,2017-10-17 15:25:12,2017-10-17 15:35:19,2017-10-18 18:58:38,2017-10-25 18:53:40,2017-11-08,1.0,33a8f9ff2a9a41c0c49a24d12e106151,f8db351d8c4c4c22c6835c19a46f01b0,2017-10-23 15:34:34,30.9,15.1,credit_card,46.0,c10a11544581614132e8750a5e30975f,5.0,,,2017-10-26 00:00:00,2017-10-29 19:07:46
1.0,1.0,67407884c43b844b22aa1a20de86130a,5c3818ff5cfaa25dd3469b02d9425ff9,delivered,2018-07-07 20:53:52,2018-07-07 21:05:35,2018-07-10 12:43:00,2018-07-12 20:58:39,2018-08-01,1.0,524c471f4a5843ed7e79ef886d522948,1da3aeb70d7989d1e6d9b0e887f97c23,2018-07-09 21:05:35,15.99,15.23,credit_card,31.22,b9affb2d4779ddb117669e78ad37a7b2,4.0,,,2018-07-14 00:00:00,2018-07-14 23:48:32
3.0,1.0,b0cc2434ee3727e682222a0f745a5948,1a00c0fbcc12796d898b5b4a368ea94a,delivered,2017-03-21 11:30:09,2017-03-21 11:30:09,2017-03-29 09:19:27,2017-04-03 14:05:33,2017-04-20,1.0,af9418dfcdd7f19b51906a2f32cd6bc0,da8622b14eb17ae2831f4ac5b9dab84a,2017-04-06 11:30:09,129.0,16.01,credit_card,145.01,44e51c31e08570e0c3135c81bf82675e,5.0,,,2017-04-04 00:00:00,2017-04-05 01:09:22
1.0,1.0,a37a8212759ef9735b765a1f9ba37eb2,2d5f2b1f7d4c7fc279a33c274acfaf63,delivered,2018-02-22 16:26:25,2018-02-22 16:56:20,2018-02-23 23:28:01,2018-03-08 17:44:10,2018-03-20,1.0,616042729c11849827291496b18e9ec5,6b243f80ed07b10f0e8aa0f21a205f3c,2018-02-28 16:56:20,64.9,16.89,credit_card,81.79,09d5eea7166a2e6299148626c600a332,5.0,,,2018-03-09 00:00:00,2018-03-12 14:55:33
6.0,1.0,0ad82b0c5d9f039a29814e465165a0da,3e2930de7e731ac3ed3a0b024aadbb69,delivered,2017-11-17 19:41:20,2017-11-17 20:26:50,2017-11-21 13:49:28,2017-11-27 22:42:22,2017-12-08,1.0,dc404a1496a08f9f5540c8b5d4b92925,46dc3b2cc0980fb8ec44634e21d2718e,2017-11-23 20:26:50,299.99,18.41,credit_card,318.4,ccc3acf52b923ba40269edc6ac80baa9,4.0,,,2017-11-28 00:00:00,2017-12-01 19:46:21
8.0,1.0,013b811ba81339b7634ab5231c547e6a,c75a1075cc4b47245da8ae972c8ac08e,delivered,2017-10-24 22:31:05,2017-10-24 22:49:21,2017-10-26 13:30:20,2017-11-01 22:35:46,2017-11-13,1.0,e2c3ed9aaddfd2312a6a5fe9b3ddadd3,46dc3b2cc0980fb8ec44634e21d2718e,2017-10-30 22:49:21,99.99,16.95,credit_card,116.94,5e8cf40b4400760c62e1a3e99683c0c9,4.0,,Bom produto ,2017-11-02 00:00:00,2017-11-03 18:27:12
1.0,1.0,4f4df0a17ade1a35eec2f9e2ea067af1,a440a578b23acd9e967fbe6f2b0551a9,delivered,2017-08-13 12:28:07,2017-08-13 12:45:11,2017-08-14 14:37:55,2017-08-15 22:29:29,2017-08-25,1.0,24d95adbf4d5909e2353d0256eb3ab4f,dbb9b48c841a0e39e21f98e1a6b2ec3e,2017-08-17 12:45:11,109.9,9.58,credit_card,119.48,6fd0e2520ab2168e855ef6eecfca8ca7,5.0,,,2017-08-16 00:00:00,2017-08-24 16:52:26
1.0,1.0,fe716cfce373a25b4ceadf7e5d410b0c,6a156870c25beee81fa1374d048c5055,delivered,2018-03-25 00:06:05,2018-03-26 09:55:29,2018-04-03 19:41:30,2018-04-24 17:21:07,2018-04-17,1.0,0ecb699933e1e9cc336bf7569ad72e84,cac4c8e7b1ca6252d8f20b2fc1a2e4af,2018-03-30 09:55:29,19.99,17.93,credit_card,12.87,314617e3a6f2618f364509fffa147152,1.0,,"Não posso dar opinião sobre produto pois não recebi, sobre a loja eu não recomendo, pois atrasa as entregas.",2018-04-19 00:00:00,2018-04-19 21:52:20
1.0,1.0,20400ea65a0eadb957f1fe55f3e1756a,45e75c3c2302fabe0bd490f7f350bb57,delivered,2018-04-12 14:31:15,2018-04-13 12:50:22,2018-04-13 23:18:35,2018-04-19 21:10:57,2018-04-30,1.0,32e202f81d83d895e4c8847003bfa07e,b64d51f0435e884e8de603b1655155ae,2018-04-19 12:50:22,17.1,12.79,credit_card,29.89,780477713286727c411925083703bb39,5.0,,produto bom e entrega antes do prazo estabelecido.,2018-04-20 00:00:00,2018-04-25 18:45:23
3.0,1.0,c051db846130791230b85293e902d3a9,adcc6780f3c2d3e68129a5ce6f3a41d3,delivered,2017-07-26 15:28:15,2017-07-26 15:43:16,2017-07-27 19:29:39,2017-08-11 15:56:40,2017-08-22,1.0,5b457a0222eba04e6066025115952773,c3cfdc648177fdbbbb35635a37472c53,2017-08-04 15:43:16,64.9,15.21,credit_card,80.11,6c09571eae10c9caca1643640074aa4f,5.0,,,2017-08-19 00:00:00,2017-08-22 02:49:24
10.0,1.0,d13f0023cb08bf6e41a2479ca897f64c,c0dcfd2700b2e97ff3cb6534b72e7bfb,delivered,2018-03-14 20:26:26,2018-03-14 20:35:27,2018-03-15 16:42:16,2018-04-23 16:36:47,2018-04-11,1.0,db1e6fed56643b852af3132d255d9ddc,da8622b14eb17ae2831f4ac5b9dab84a,2018-03-20 20:35:27,299.9,42.17,credit_card,342.07,d6d2cf5a4270e4420c5a12d827cd1f1d,1.0,,,2018-04-13 00:00:00,2018-04-18 22:40:29
1.0,1.0,2ed5305b914f9e070f396f7d29287aff,193e26ffef1e5ee3eb6d20a0b21bbc96,delivered,2018-08-18 13:46:39,2018-08-18 14:09:18,2018-08-27 14:23:00,2018-08-30 20:07:49,2018-09-05,1.0,c0cc3aa24916ef20b939f9f403da30a4,9f50216bfd01913736a55a11b55ea842,2018-08-24 14:09:18,39.0,12.93,credit_card,51.93,04f95bb4313d2fb7fcbf53aab4d2a384,4.0,Recomendo,Excelente o prodoto,2018-08-31 00:00:00,2018-08-31 23:58:17
4.0,1.0,f55550ceb7e4387a3fc606d19e6461b5,05486eac340ae6a8f4837c6ab027d5ed,delivered,2018-04-24 19:08:16,2018-04-24 19:29:20,2018-04-25 14:47:00,2018-04-26 21:54:36,2018-05-11,1.0,a09fb9f597a4b8a13ab0c72d70c77081,6560211a19b47992c3666cc44a7e94c0,2018-04-30 19:29:20,95.0,7.49,credit_card,194.99,c128b1e1d7738de77bc07a7702e1b612,5.0,,,2018-04-27 00:00:00,2018-04-30 17:45:42
1.0,1.0,3f484d19ccfa27aa339fac5775361ac9,a999fb2aea12464405c4f4d780ec2460,delivered,2018-05-06 15:17:31,2018-05-08 04:55:27,2018-05-08 14:12:00,2018-05-12 18:03:16,2018-06-04,1.0,286bcf62e47dfc1e51cf0d525bd4d1bf,9e6229250fedbe05838fef417b74e7fb,2018-05-14 04:55:27,199.9,27.48,boleto,227.38,fc3300dd7d45997d6022d91570a4b3dc,3.0,,,2018-05-13 00:00:00,2018-05-14 00:48:48
4.0,1.0,1462351d309cbd208cb0013abb4611e6,dfbec71a2ff7277373b315694f9ddec6,delivered,2018-01-15 20:36:17,2018-01-15 21:31:51,2018-01-19 18:32:17,2018-01-23 17:57:41,2018-02-08,1.0,99d2542c137ffd3cea8e2867d95546c4,c8467937e403e76a8ee9f0ab13f6f5ef,2018-01-19 21:31:51,189.9,18.58,credit_card,208.48,d253ce8ab17e2c98d9c395a0c8c046cb,1.0,,"Faltando parte do produto, já foi solicitada a devolução.",2018-01-24 00:00:00,2018-01-24 21:26:58
3.0,1.0,903886b8e51bd659e2826a72c3eb5c5d,375294729b1e449f98d072de7869002b,delivered,2018-07-30 18:41:35,2018-07-30 20:00:22,2018-07-31 13:08:00,2018-08-07 16:48:47,2018-08-24,1.0,00b264091d1c8df03976c3f3b176b35c,39a5005f2605cbdb4f9ac14485cabfd1,2018-08-02 20:00:22,129.01,19.0,credit_card,148.01,2a367cc06f688568a57d115b6a50fb79,5.0,Muito bom,"Muito bom, chegou bem antes do prazo",2018-08-08 00:00:00,2018-08-08 20:14:00
5.0,1.0,3e269d8ec37b0e8f74c0aaac57c8b059,43b7dd99d64e4277a2282940816d55d4,delivered,2018-02-14 10:25:59,2018-02-14 11:30:23,2018-02-21 21:05:22,2018-03-03 15:12:19,2018-03-09,2.0,474bb6b54fc608ca71059a6c4f7ecda3,8b321bb669392f5163d04c59e235e066,2018-02-20 10:30:23,21.9,15.1,credit_card,148.0,2132d25974bf0c97a43558f2da0e568d,2.0,,Pedi 4 controles e recebi apenas 3. Estou aguardando se entregarão o outro nesses dias.,2018-03-04 00:00:00,2018-03-04 19:49:06
5.0,1.0,3e269d8ec37b0e8f74c0aaac57c8b059,43b7dd99d64e4277a2282940816d55d4,delivered,2018-02-14 10:25:59,2018-02-14 11:30:23,2018-02-21 21:05:22,2018-03-03 15:12:19,2018-03-09,3.0,474bb6b54fc608ca71059a6c4f7ecda3,8b321bb669392f5163d04c59e235e066,2018-02-20 10:30:23,21.9,15.1,credit_card,148.0,2132d25974bf0c97a43558f2da0e568d,2.0,,Pedi 4 controles e recebi apenas 3. Estou aguardando se entregarão o outro nesses dias.,2018-03-04 00:00:00,2018-03-04 19:49:06
1.0,1.0,1c487b52a0823daeced375367d5f73de,d43a38a1b87c85d51d3c00ab2dd19390,delivered,2017-06-20 15:01:33,2017-06-20 15:15:16,2017-06-21 18:42:18,2017-06-26 17:38:56,2017-07-14,2.0,42a2c92a0979a949ca4ea89ec5c7b934,813348c996469b40f2e028d5429d3495,2017-06-26 15:15:16,59.9,21.26,credit_card,162.32,e3311988ccd3e93d7bfb245fac2ec933,1.0,,Bom dia. Comprei duas unidades do balde mop e até o momento só recebi uma. ,2017-06-27 00:00:00,2017-07-01 13:10:39
1.0,1.0,b5e7a885c4a373e5aef1caffa539d967,aba8af55d9a03630a4909b405359c32b,delivered,2017-07-10 13:03:54,2017-07-10 13:15:11,2017-07-11 22:56:35,2017-07-17 16:38:39,2017-08-01,1.0,601a360bd2a916ecef0e88de72a6531a,7a67c85e85bb2ce8582c35f2203ad736,2017-07-14 13:15:11,129.99,18.16,credit_card,148.15,23cc16b7bf970fb3c17b866677b0760c,5.0,,Produto veio bem antes do prazo ,2017-07-18 00:00:00,2017-07-21 08:24:06
1.0,1.0,3953c29762c8e3546dfb140558084530,f17c076880d67aab82e92fcb3dab7424,delivered,2017-10-20 18:00:44,2017-10-24 03:25:31,2017-10-25 18:38:55,2017-10-31 18:09:00,2017-11-22,1.0,cef4f90ce027751d3acd18e554ca3e4c,86ccac0b835037332a596a33b6949ee1,2017-10-30 03:25:31,155.8,17.53,boleto,173.33,00a2c4edf64b5cc687171ce8d0fe3e4f,1.0,,"Não fiquei satisfeita; propaganda enganosa pois, disseram que era luminoso e na verdade NÃO É.E agora? Eu preciso que seja luminoso à noite lógico para aplicação de remédios tipo insulina,Vainia Lúcia",2017-11-01 00:00:00,2017-11-04 13:43:24
